year,country,region,happiness_rank,happiness_score,standard_error_of_happiness_score,lower_confidence_interval,upper_confidence_interval,dystopia_residual,explained_by_freedom_to_make_life_choices,explained_by_gdp_per_capita,explained_by_generosity,explained_by_healthy_life_expectancy,explained_by_perceptions_of_corruption,explained_by_social_support,freedom_to_make_life_choices,generosity,healthy_life_expectancy,perceptions_of_corruption,social_support,logged_gdp_per_capita,ladder_score_in_dystopia
2017,Argentina,Latin America and Caribbean,24,6.59899997711182,NA,6.50791486814618,6.69008508607745,2.61400532722473,0.494519203901291,1.18529546260834,0.109457060694695,0.695137083530426,0.059739887714386,1.44045114517212,NA,NA,NA,NA,NA,NA,NA
2017,Mexico,Latin America and Caribbean,25,6.57800006866455,NA,6.48485122963786,6.67114890769124,2.83715486526489,0.412730008363724,1.15318381786346,0.120990432798862,0.709978997707367,0.132774114608765,1.210862159729,NA,NA,NA,NA,NA,NA,NA
2017,Singapore,Southeast Asia,26,6.57200002670288,NA,6.50727698430419,6.63672306910157,1.21636199951172,0.549840569496155,1.69227766990662,0.345965981483459,0.949492394924164,0.46430778503418,1.35381436347961,NA,NA,NA,NA,NA,NA,NA
2017,Malta,West Europe,27,6.52699995040894,NA,6.45560312792659,6.59839677289128,1.55686283111572,0.588767051696777,1.34327983856201,0.574730575084686,0.821944236755371,0.153066068887711,1.48841166496277,NA,NA,NA,NA,NA,NA,NA
2017,Uruguay,Latin America and Caribbean,28,6.4539999961853,NA,6.36209377467632,6.54590621769428,2.17240953445435,0.57939225435257,1.21755969524384,0.175096929073334,0.719216823577881,0.178061872720718,1.41222786903381,NA,NA,NA,NA,NA,NA,NA
2017,Guatemala,Latin America and Caribbean,29,6.4539999961853,NA,6.34112601965666,6.56687397271395,2.89389109611511,0.531310617923737,0.872001945972443,0.283488392829895,0.540239989757538,0.0772232785820961,1.25558519363403,NA,NA,NA,NA,NA,NA,NA
2017,Panama,Latin America and Caribbean,30,6.4520001411438,NA,6.34686956614256,6.55713071614504,2.30719995498657,0.550026834011078,1.23374843597412,0.21055693924427,0.706156134605408,0.070983923971653,1.37319254875183,NA,NA,NA,NA,NA,NA,NA
2017,France,West Europe,31,6.44199991226196,NA,6.36823202207685,6.51576780244708,2.00595474243164,0.470222115516663,1.43092346191406,0.129762306809425,0.844465851783752,0.172502428293228,1.38777685165405,NA,NA,NA,NA,NA,NA,NA
2017,Thailand,Southeast Asia,32,6.42399978637695,NA,6.33888271704316,6.50911685571074,2.03950834274292,0.580200731754303,1.12786877155304,0.572123110294342,0.647239029407501,0.0316127352416515,1.42579245567322,NA,NA,NA,NA,NA,NA,NA
2017,Taiwan,East Asia,33,6.42199993133545,NA,6.34940384075046,6.49459602192044,2.1266074180603,0.361466586589813,1.43362653255463,0.258360475301743,0.793984234333038,0.0638292357325554,1.38456535339355,NA,NA,NA,NA,NA,NA,NA
2017,Spain,West Europe,34,6.40299987792969,NA,6.3349449105560804,6.4710548453033,1.92775774002075,0.408781230449677,1.38439786434174,0.190133571624756,0.888960599899292,0.0709140971302986,1.53209090232849,NA,NA,NA,NA,NA,NA,NA
2017,Qatar,Middle East and North Africa,35,6.375,NA,6.18152318567038,6.56847681432962,1.1454644203186,0.604130983352661,1.87076568603516,0.330473870038986,0.710098087787628,0.439299255609512,1.27429687976837,NA,NA,NA,NA,NA,NA,NA
2017,Colombia,Latin America and Caribbean,36,6.35699987411499,NA,6.26197969406843,6.45202005416155,2.61606812477112,0.477487415075302,1.07062232494354,0.149014472961426,0.595027923583984,0.0466687418520451,1.4021829366684,NA,NA,NA,NA,NA,NA,NA
2017,Saudi Arabia,Middle East and North Africa,37,6.3439998626709,NA,6.24383311331272,6.44416661202908,2.0654296875,0.449750572443008,1.53062355518341,0.147616013884544,0.590148329734802,0.27343225479126,1.28667759895325,NA,NA,NA,NA,NA,NA,NA
2017,Trinidad and Tobago,Latin America and Caribbean,38,6.16800022125244,NA,5.95446655184031,6.38153389066458,2.05324745178223,0.518630743026733,1.36135590076447,0.325296461582184,0.519983291625977,0.00896481610834599,1.3802285194397,NA,NA,NA,NA,NA,NA,NA
2017,Kuwait,Middle East and North Africa,39,6.10500001907349,NA,6.01804304927588,6.1919569888711,1.64042520523071,0.496337592601776,1.63295245170593,0.228289797902107,0.632105708122253,0.215159550309181,1.25969874858856,NA,NA,NA,NA,NA,NA,NA
2017,Slovakia,Central and East Europe,40,6.09800004959106,NA,6.01865168705583,6.1773484121263,2.09777665138245,0.295817464590073,1.32539355754852,0.136544480919838,0.712732911109924,0.0242108516395092,1.50505924224854,NA,NA,NA,NA,NA,NA,NA
2017,Bahrain,Middle East and North Africa,41,6.08699989318848,NA,5.99501071855426,6.17898906782269,1.65614938735962,0.536746919155121,1.48841226100922,0.172668486833572,0.653133034706116,0.257042169570923,1.32311046123505,NA,NA,NA,NA,NA,NA,NA
2017,Malaysia,Southeast Asia,42,6.08400011062622,NA,5.98802058473229,6.17997963652015,2.00444889068604,0.402264982461929,1.29121541976929,0.416608929634094,0.618784427642822,0.0656007081270218,1.28464603424072,NA,NA,NA,NA,NA,NA,NA
2017,Nicaragua,Latin America and Caribbean,43,6.07100009918213,NA,5.95541659802198,6.18658360034227,2.51393055915833,0.447551846504211,0.737299203872681,0.301674216985703,0.653095960617065,0.130687981843948,1.28721570968628,NA,NA,NA,NA,NA,NA,NA
2017,Ecuador,Latin America and Caribbean,44,6.00799989700317,NA,5.91015211865306,6.10584767535329,2.29035258293152,0.4551981985569,1.00082039833069,0.150112465023994,0.685636222362518,0.140134647488594,1.28616881370544,NA,NA,NA,NA,NA,NA,NA
2017,El Salvador,Latin America and Caribbean,45,6.00299978256226,NA,5.89736444279552,6.108635122329,2.7145938873291,0.432452529668808,0.909784495830536,0.0782579854130745,0.596018552780151,0.0899809598922729,1.18212509155273,NA,NA,NA,NA,NA,NA,NA
2017,Poland,Central and East Europe,46,5.97300004959106,NA,5.89209175795317,6.05390834122896,1.79772281646729,0.520342111587524,1.29178786277771,0.158465966582298,0.699475347995758,0.0593078061938286,1.44571197032928,NA,NA,NA,NA,NA,NA,NA
2017,Uzbekistan,Central and East Europe,47,5.97100019454956,NA,5.876462816149,6.06553757295012,1.81691360473633,0.658248662948608,0.786441087722778,0.415983647108078,0.498272627592087,0.246528223156929,1.54896914958954,NA,NA,NA,NA,NA,NA,NA
2017,Italy,West Europe,48,5.96400022506714,NA,5.88526354417205,6.04273690596223,1.81331205368042,0.256450712680817,1.39506661891937,0.17278964817524,0.853144347667694,0.0280280914157629,1.44492328166962,NA,NA,NA,NA,NA,NA,NA
2017,Russia,Central and East Europe,49,5.96299982070923,NA,5.89572473391891,6.03027490749955,2.20560741424561,0.373783111572266,1.28177809715271,0.0522638224065304,0.547349333763123,0.0329628810286522,1.46928238868713,NA,NA,NA,NA,NA,NA,NA
2017,Belize,Latin America and Caribbean,50,5.95599985122681,NA,5.71475738465786,6.19724231779575,2.63195562362671,0.547509372234344,0.907975316047668,0.240015640854836,0.450191766023636,0.0965810716152191,1.08141779899597,NA,NA,NA,NA,NA,NA,NA
2017,Japan,East Asia,51,5.92000007629395,NA,5.84928070798516,5.99071944460273,1.36322355270386,0.505625545978546,1.41691517829895,0.12057276815176,0.913475871086121,0.163760736584663,1.43633782863617,NA,NA,NA,NA,NA,NA,NA
2017,Lithuania,Central and East Europe,52,5.90199995040894,NA,5.82133025944233,5.98266964137554,2.22844052314758,0.234231784939766,1.31458234786987,0.010164656676352,0.62894994020462,0.0118656428530812,1.47351610660553,NA,NA,NA,NA,NA,NA,NA
2017,Algeria,Middle East and North Africa,53,5.87200021743774,NA,5.76571400120854,5.97828643366694,2.56760382652283,0.233335807919502,1.09186446666718,0.0694366469979286,0.617584645748138,0.146096110343933,1.1462174654007,NA,NA,NA,NA,NA,NA,NA
2017,Latvia,Central and East Europe,54,5.84999990463257,NA,5.77973627105355,5.92026353821158,1.99365520477295,0.325707912445068,1.26074862480164,0.153074786067009,0.638566970825195,0.0738427266478539,1.40471494197845,NA,NA,NA,NA,NA,NA,NA
2017,South Korea,East Asia,55,5.83799982070923,NA,5.7534406131506,5.92255902826786,1.88037800788879,0.257921665906906,1.40167844295502,0.206674367189407,0.900214076042175,0.0632826685905457,1.12827444076538,NA,NA,NA,NA,NA,NA,NA
2017,Moldova,Central and East Europe,56,5.83799982070923,NA,5.76762880295515,5.90837083846331,2.80780839920044,0.240729048848152,0.728870630264282,0.208779126405716,0.589465200901031,0.0100912861526012,1.25182557106018,NA,NA,NA,NA,NA,NA,NA
2017,Romania,Central and East Europe,57,5.82499980926514,NA,5.73030546173453,5.91969415679574,2.17683148384094,0.457003742456436,1.21768391132355,0.133519917726517,0.685158312320709,0.00438790069893003,1.15009129047394,NA,NA,NA,NA,NA,NA,NA
2017,Bolivia,Latin America and Caribbean,58,5.82299995422363,NA,5.74202300593257,5.9039769025147,2.44327902793884,0.558732926845551,0.833756566047668,0.22556072473526,0.473630249500275,0.0604777261614799,1.22761905193329,NA,NA,NA,NA,NA,NA,NA
2017,Turkmenistan,Central and East Europe,59,5.82200002670288,NA,5.75881917789578,5.88518087550998,1.83290982246399,0.41827192902565,1.13077676296234,0.24992498755455,0.437726080417633,0.259270340204239,1.49314916133881,NA,NA,NA,NA,NA,NA,NA
2017,Kazakhstan,Central and East Europe,60,5.81899976730347,NA,5.73435775995255,5.90364177465439,1.78489255905151,0.437454283237457,1.28455626964569,0.201964423060417,0.606041550636292,0.119282886385918,1.38436901569366,NA,NA,NA,NA,NA,NA,NA
2017,North Cyprus,West Europe,61,5.80999994277954,NA,5.72263342067599,5.89736646488309,1.54915761947632,0.471203625202179,1.3469113111496,0.266845703125,0.834647238254547,0.155353352427483,1.18630337715149,NA,NA,NA,NA,NA,NA,NA
2017,Slovenia,Central and East Europe,62,5.75799989700317,NA,5.67377463400364,5.84222516000271,1.31331729888916,0.572575807571411,1.3412059545517,0.242649093270302,0.790828227996826,0.0451289787888527,1.45251882076263,NA,NA,NA,NA,NA,NA,NA
2017,Peru,Latin America and Caribbean,63,5.71500015258789,NA,5.61805352658033,5.81194677859545,2.20726943016052,0.450002878904343,1.03522527217865,0.126819714903831,0.630166113376617,0.0470490865409374,1.21877038478851,NA,NA,NA,NA,NA,NA,NA
2017,Mauritius,Sub-Saharan Africa,64,5.62900018692017,NA,5.52813818216324,5.72986219167709,1.6975839138031,0.491247326135635,1.18939554691315,0.360933750867844,0.638007462024689,0.0421815551817417,1.20956099033356,NA,NA,NA,NA,NA,NA,NA
2017,Cyprus,West Europe,65,5.62099981307983,NA,5.5273069268465,5.71469269931316,1.62124919891357,0.355111539363861,1.35593807697296,0.271254301071167,0.84471470117569,0.0412379764020443,1.13136327266693,NA,NA,NA,NA,NA,NA,NA
2017,Estonia,Central and East Europe,66,5.61100006103516,NA,5.53386024788022,5.68813987419009,1.35750865936279,0.479131430387497,1.32087934017181,0.0988908112049103,0.695168316364288,0.183248922228813,1.47667109966278,NA,NA,NA,NA,NA,NA,NA
2017,Belarus,Central and East Europe,67,5.56899976730347,NA,5.49188529059291,5.64611424401402,1.72323298454285,0.295400261878967,1.15655755996704,0.15513750910759,0.637714266777039,0.156313821673393,1.44494521617889,NA,NA,NA,NA,NA,NA,NA
2017,Libya,Middle East and North Africa,68,5.52500009536743,NA,5.37304638385773,5.67695380687714,1.83501124382019,0.465733230113983,1.10180306434631,0.152073666453362,0.520169019699097,0.0926102101802826,1.35756433010101,NA,NA,NA,NA,NA,NA,NA
2017,Turkey,Middle East and North Africa,69,5.5,NA,5.40513503670692,5.59486496329308,1.87927794456482,0.300740599632263,1.19827437400818,0.0466930419206619,0.637605607509613,0.0996715798974037,1.33775317668915,NA,NA,NA,NA,NA,NA,NA
2017,Paraguay,Latin America and Caribbean,70,5.49300003051758,NA,5.40861879140139,5.57738126963377,1.6853334903717,0.473507791757584,0.932537317276001,0.224150657653809,0.579250693321228,0.091065913438797,1.50728487968445,NA,NA,NA,NA,NA,NA,NA
2017,Hong Kong,East Asia,71,5.47200012207031,NA,5.39440607100725,5.54959417313337,0.554633140563965,0.490968644618988,1.55167484283447,0.374465793371201,0.943062424659729,0.293933749198914,1.26279091835022,NA,NA,NA,NA,NA,NA,NA
2017,Philippines,Southeast Asia,72,5.42999982833862,NA,5.31466460242867,5.54533505424857,1.97260475158691,0.585214674472809,0.85769921541214,0.193513423204422,0.468009054660797,0.0993318930268288,1.25391757488251,NA,NA,NA,NA,NA,NA,NA
2017,Serbia,Central and East Europe,73,5.39499998092651,NA,5.29843030571938,5.49156965613365,1.94708442687988,0.208715528249741,1.06931757926941,0.220125883817673,0.65078467130661,0.0409037806093693,1.25818979740143,NA,NA,NA,NA,NA,NA,NA
2017,Jordan,Middle East and North Africa,74,5.33599996566772,NA,5.22358990892768,5.44841002240777,1.79117655754089,0.418421149253845,0.991012394428253,0.172170460224152,0.604590058326721,0.11980327218771,1.23908889293671,NA,NA,NA,NA,NA,NA,NA
2017,Hungary,Central and East Europe,75,5.32399988174438,NA,5.24496005430818,5.40303970918059,1.71645927429199,0.175863519310951,1.2860119342804,0.0784016624093056,0.687763452529907,0.0366369374096394,1.34313309192657,NA,NA,NA,NA,NA,NA,NA
2017,Jamaica,Latin America and Caribbean,76,5.31099987030029,NA,5.04060101211071,5.58139872848988,1.61232566833496,0.474307239055634,0.925579309463501,0.233818337321281,0.641022384166718,0.0552677810192108,1.36821806430817,NA,NA,NA,NA,NA,NA,NA
2017,Croatia,Central and East Europe,77,5.29300022125244,NA,5.19422323793173,5.39177720457315,1.85449242591858,0.255772292613983,1.22255623340607,0.248002976179123,0.701288521289825,0.0431031100451946,0.96798300743103,NA,NA,NA,NA,NA,NA,NA
2017,Kosovo,Central and East Europe,78,5.27899980545044,NA,5.19315161541104,5.36484799548984,2.01054072380066,0.260287940502167,0.951484382152557,0.319931447505951,0.541452050209045,0.0574716180562973,1.13785350322723,NA,NA,NA,NA,NA,NA,NA
2017,China,East Asia,79,5.27299976348877,NA,5.2267214372009,5.31927808977663,1.76493859291077,0.472787708044052,1.08116579055786,0.0288068410009146,0.741415500640869,0.0227942746132612,1.16083741188049,NA,NA,NA,NA,NA,NA,NA
2017,Pakistan,South Asia,80,5.26900005340576,NA,5.17801646545529,5.35998364135623,2.79248929023743,0.23521526157856,0.72688353061676,0.315446019172668,0.402047783136368,0.124348066747189,0.672690689563751,NA,NA,NA,NA,NA,NA,NA
2017,Indonesia,Southeast Asia,81,5.26200008392334,NA,5.17111156970263,5.35288859814405,1.42947697639465,0.443323463201523,0.995538592338562,0.611704587936401,0.492345720529556,0.0153171354904771,1.27444469928741,NA,NA,NA,NA,NA,NA,NA
2017,Venezuela,Latin America and Caribbean,82,5.25,NA,5.1299680544436,5.3700319455564,1.78946375846863,0.153997123241425,1.12843120098114,0.0650196298956871,0.617144227027893,0.0644911229610443,1.43133759498596,NA,NA,NA,NA,NA,NA,NA
2017,Montenegro,Central and East Europe,83,5.23699998855591,NA,5.13295553654432,5.34104444056749,1.72919154167175,0.194989055395126,1.12112903594971,0.197911024093628,0.667464673519135,0.0881741940975189,1.23837649822235,NA,NA,NA,NA,NA,NA,NA
2017,Morocco,Middle East and North Africa,84,5.2350001335144,NA,5.15165930226445,5.31834096476436,2.45618939399719,0.408158332109451,0.878114581108093,0.0322099551558495,0.59771066904068,0.0877631828188896,0.774864435195923,NA,NA,NA,NA,NA,NA,NA
2017,Azerbaijan,Central and East Europe,85,5.23400020599365,NA,5.16871387675405,5.29928653523326,1.76248168945312,0.398155838251114,1.15360176563263,0.0452693402767181,0.540775775909424,0.180987507104874,1.15240025520325,NA,NA,NA,NA,NA,NA,NA
2017,Dominican Republic,Latin America and Caribbean,86,5.23000001907349,NA,5.11093915298581,5.34906088516116,1.31946516036987,0.55258983373642,1.07937383651733,0.186967849731445,0.574873745441437,0.113945253193378,1.40241670608521,NA,NA,NA,NA,NA,NA,NA
2017,Greece,West Europe,87,5.22700023651123,NA,5.12875430360436,5.3252461694181,1.74922156333923,0.0957312509417534,1.28948748111725,0,0.810198903083801,0.04328977689147,1.23941457271576,NA,NA,NA,NA,NA,NA,NA
2017,Lebanon,Middle East and North Africa,88,5.22499990463257,NA,5.1311175207793696,5.31888228848577,1.69507384300232,0.288515985012054,1.07498753070831,0.264450758695602,0.73508107662200906,0.037513829767704,1.12962424755096,NA,NA,NA,NA,NA,NA,NA
2017,Portugal,West Europe,89,5.19500017166138,NA,5.10495861023665,5.28504173308611,1.10768270492554,0.498465299606323,1.3151752948761,0.0951027125120163,0.795843541622162,0.0158694516867399,1.36704301834106,NA,NA,NA,NA,NA,NA,NA
2017,Bosnia and Herzegovina,Central and East Europe,90,5.18200016021729,NA,5.08766463369131,5.27633568674326,1.89217257499695,0.204403176903725,0.982409417629242,0.328867495059967,0.705186307430267,0,1.0693359375,NA,NA,NA,NA,NA,NA,NA
2017,Honduras,Latin America and Caribbean,91,5.18100023269653,NA,5.0604176685214,5.30158279687166,2.06581115722656,0.348079860210419,0.730573117733002,0.236188873648643,0.582569479942322,0.0733454525470734,1.14394497871399,NA,NA,NA,NA,NA,NA,NA
2017,Macedonia,Central and East Europe,92,5.17500019073486,NA,5.07782774180174,5.27217263966799,1.6174693107605,0.325905978679657,1.06457793712616,0.25376096367836,0.644948184490204,0.0602777935564518,1.20789301395416,NA,NA,NA,NA,NA,NA,NA
2017,Somalia,Sub-Saharan Africa,93,5.15100002288818,NA,5.0595163358748,5.24248370990157,3.11748456954956,0.602126955986023,0.0226431842893362,0.291631311178207,0.113989137113094,0.282410323619843,0.721151351928711,NA,NA,NA,NA,NA,NA,NA
2017,Vietnam,Southeast Asia,94,5.07399988174438,NA,5.000718998909,5.14728076457977,1.46231865882874,0.571055591106415,0.788547575473785,0.234968051314354,0.652168989181519,0.0876332372426987,1.27749133110046,NA,NA,NA,NA,NA,NA,NA
2017,Nigeria,Sub-Saharan Africa,95,5.07399988174438,NA,4.93849962800741,5.20950013548136,2.36539053916931,0.394952565431595,0.783756256103516,0.230947196483612,0.0569157302379608,0.0261215660721064,1.21577048301697,NA,NA,NA,NA,NA,NA,NA
2017,Tajikistan,Central and East Europe,96,5.04099988937378,NA,4.970574182868,5.11142559587956,1.84904932975769,0.471566706895828,0.524713635444641,0.248997643589973,0.529235124588013,0.146377146244049,1.27146327495575,NA,NA,NA,NA,NA,NA,NA
2017,Bhutan,South Asia,97,5.01100015640259,NA,4.94266575068235,5.07933456212282,1.14018440246582,0.501537680625916,0.885416388511658,0.474054545164108,0.495879292488098,0.173380389809608,1.34012651443481,NA,NA,NA,NA,NA,NA,NA
2017,Kyrgyzstan,Central and East Europe,98,5.00400018692017,NA,4.91808047071099,5.08991990312934,1.53672313690186,0.454943388700485,0.596220076084137,0.42858037352562,0.553457796573639,0.0394391790032387,1.39423859119415,NA,NA,NA,NA,NA,NA,NA
2017,Nepal,South Asia,99,4.96199989318848,NA,4.85664370700717,5.06735607936978,1.8912410736084,0.440305948257446,0.479820191860199,0.394096165895462,0.504130780696869,0.0729755461215973,1.17928326129913,NA,NA,NA,NA,NA,NA,NA
2017,Mongolia,East Asia,100,4.95499992370605,NA,4.88832033827901,5.0216795091331,1.11129236221313,0.394143968820572,1.02723586559296,0.338464230298996,0.557783484458923,0.0329022891819477,1.4930112361908,NA,NA,NA,NA,NA,NA,NA
2017,South Africa,Sub-Saharan Africa,101,4.8289999961853,NA,4.72856480464339,4.92943518772721,1.51090860366821,0.479246735572815,1.05469870567322,0.139362379908562,0.187080070376396,0.0725094974040985,1.38478863239288,NA,NA,NA,NA,NA,NA,NA
2017,Tunisia,Middle East and North Africa,102,4.80499982833862,NA,4.72563264966011,4.88436700701714,1.89025115966797,0.289680689573288,1.00726580619812,0.0496933571994305,0.613212049007416,0.0867231488227844,0.868351459503174,NA,NA,NA,NA,NA,NA,NA
2017,Palestinian Territories,Middle East and North Africa,103,4.77500009536743,NA,4.66815184816718,4.88184834256768,1.8788902759552,0.25471106171608,0.716249227523804,0.114173173904419,0.565666973590851,0.0892826020717621,1.15564715862274,NA,NA,NA,NA,NA,NA,NA
2017,Egypt,Middle East and North Africa,104,4.7350001335144,NA,4.64486647740006,4.82513378962874,1.70216107368469,0.282110154628754,0.989701807498932,0.128631442785263,0.520187258720398,0.114381365478039,0.997471392154694,NA,NA,NA,NA,NA,NA,NA
2017,Bulgaria,Central and East Europe,105,4.71400022506714,NA,4.62430574372411,4.80369470641017,0.996139287948608,0.289231717586517,1.1614590883255,0.113177694380283,0.708217680454254,0.0110515309497714,1.43437945842743,NA,NA,NA,NA,NA,NA,NA
2017,Sierra Leone,Sub-Saharan Africa,106,4.70900011062622,NA,4.56735688626766,4.85064333498478,2.66845989227295,0.318697690963745,0.36842092871666,0.293040901422501,0.00556475389748812,0.0710951760411263,0.984136044979095,NA,NA,NA,NA,NA,NA,NA
2017,Cameroon,Sub-Saharan Africa,107,4.69500017166138,NA,4.5934594860673,4.79654085725546,2.3336455821991,0.430388748645782,0.564305365085602,0.236298456788063,0.132892116904259,0.0513066314160824,0.946018218994141,NA,NA,NA,NA,NA,NA,NA
2017,Iran,Middle East and North Africa,108,4.69199991226196,NA,4.58577511683106,4.79822470769286,1.49873495101929,0.249322608113289,1.15687310695648,0.387242913246155,0.639333188533783,0.048761073499918,0.711551249027252,NA,NA,NA,NA,NA,NA,NA
2017,Albania,Central and East Europe,109,4.64400005340576,NA,4.53553610041738,4.75246400639415,1.49044156074524,0.381498634815216,0.996192753314972,0.201312944293022,0.731159746646881,0.0398642159998417,0.803685247898102,NA,NA,NA,NA,NA,NA,NA
2017,Bangladesh,South Asia,110,4.60799980163574,NA,4.52617794498801,4.68982165828347,1.97873616218567,0.478356659412384,0.586682975292206,0.172255352139473,0.533241033554077,0.123717859387398,0.735131740570068,NA,NA,NA,NA,NA,NA,NA
2017,Namibia,Sub-Saharan Africa,111,4.57399988174438,NA,4.37764502257109,4.77035474091768,1.4818902015686,0.520303547382355,0.964434325695038,0.0771337449550629,0.33861181139946,0.0931469723582268,1.0984708070755,NA,NA,NA,NA,NA,NA,NA
2017,Kenya,Sub-Saharan Africa,112,4.55299997329712,NA,4.45030835598707,4.65569159060717,1.6519021987915,0.452763766050339,0.560479462146759,0.444860309362411,0.309988349676132,0.0646413192152977,1.06795072555542,NA,NA,NA,NA,NA,NA,NA
2017,Mozambique,Sub-Saharan Africa,113,4.55000019073486,NA,4.3258980551362,4.77410232633352,2.35565090179443,0.480791091918945,0.234305649995804,0.322228103876114,0.106654435396194,0.179436385631561,0.870701014995575,NA,NA,NA,NA,NA,NA,NA
2017,Myanmar,Southeast Asia,114,4.54500007629395,NA,4.47526020616293,4.61473994642496,1.11529040336609,0.514492034912109,0.367110550403595,0.838075160980225,0.397522568702698,0.188816204667091,1.12323594093323,NA,NA,NA,NA,NA,NA,NA
2017,Senegal,Sub-Saharan Africa,115,4.53499984741211,NA,4.46839591354132,4.6016037812829,1.78964614868164,0.377922266721725,0.479309022426605,0.183468893170357,0.409362852573395,0.115460447967052,1.17969191074371,NA,NA,NA,NA,NA,NA,NA
2017,Zambia,Sub-Saharan Africa,116,4.51399993896484,NA,4.38389437645674,4.64410550147295,1.82670545578003,0.461603492498398,0.636406779289246,0.249580144882202,0.257835894823074,0.0782135501503944,1.00318729877472,NA,NA,NA,NA,NA,NA,NA
2017,Iraq,Middle East and North Africa,117,4.49700021743774,NA,4.37140902519226,4.62259140968323,1.31890726089478,0.288555532693863,1.10271048545837,0.19963726401329,0.50118046998977706,0.107215754687786,0.978613197803497,NA,NA,NA,NA,NA,NA,NA
2017,Gabon,Sub-Saharan Africa,118,4.46500015258789,NA,4.37263853952289,4.5573617656529,1.32291626930237,0.312328577041626,1.1982102394104,0.0437853783369064,0.356578588485718,0.0760467872023582,1.1556202173233,NA,NA,NA,NA,NA,NA,NA
2017,Ethiopia,Sub-Saharan Africa,119,4.46000003814697,NA,4.377271399647,4.54272867664695,2.01574373245239,0.408842742443085,0.339233845472336,0.312650740146637,0.353409707546234,0.165455713868141,0.86466920375824,NA,NA,NA,NA,NA,NA,NA
2017,Sri Lanka,South Asia,120,4.44000005722046,NA,4.32655292212963,4.55344719231129,0.419389247894287,0.561213254928589,1.00985014438629,0.490863561630249,0.625130832195282,0.0736539661884308,1.25997638702393,NA,NA,NA,NA,NA,NA,NA
2017,Armenia,Central and East Europe,121,4.37599992752075,NA,4.28526524275541,4.46673461228609,1.5214991569519,0.198303267359734,0.900596737861633,0.0834880918264389,0.637524425983429,0.0266744215041399,1.00748372077942,NA,NA,NA,NA,NA,NA,NA
2017,India,South Asia,122,4.31500005722046,NA,4.25847809694707,4.37152201749384,1.5191171169281,0.469987004995346,0.792221248149872,0.231538489460945,0.455427616834641,0.0922268852591515,0.754372596740723,NA,NA,NA,NA,NA,NA,NA
2017,Mauritania,Sub-Saharan Africa,123,4.29199981689453,NA,4.20683601751924,4.37716361626983,1.65163731575012,0.0960980430245399,0.648457288742065,0.201870024204254,0.285349279642105,0.13695700466632801,1.2720308303833,NA,NA,NA,NA,NA,NA,NA
2017,Congo,Sub-Saharan Africa,124,4.29099988937378,NA,4.17194627374411,4.41005350500345,1.72413563728333,0.435025870800018,0.808964252471924,0.120852127671242,0.28995743393898,0.0796181336045265,0.832044363021851,NA,NA,NA,NA,NA,NA,NA
2017,Georgia,Central and East Europe,125,4.28599977493286,NA,4.19706558406353,4.37493396580219,1.50013780593872,0.309410035610199,0.950612664222717,0.0540088154375553,0.649546980857849,0.251666635274887,0.57061493396759,NA,NA,NA,NA,NA,NA,NA
2017,Congo,Sub-Saharan Africa,126,4.28000020980835,NA,4.20218958690763,4.35781083270907,2.22495865821838,0.235961347818375,0.0921023488044739,0.246455833315849,0.191407024860382,0.0602413564920425,1.22902345657349,NA,NA,NA,NA,NA,NA,NA
2017,Mali,Sub-Saharan Africa,127,4.19000005722046,NA,4.11032940343022,4.26967071101069,1.66819095611572,0.306613743305206,0.476180493831635,0.183354198932648,0.169365674257278,0.104970246553421,1.28147339820862,NA,NA,NA,NA,NA,NA,NA
2017,Ivory Coast,Sub-Saharan Africa,128,4.17999982833862,NA,4.08481709346175,4.27518256321549,1.84496426582336,0.447706192731857,0.603048920631409,0.201237469911575,0.0486421696841717,0.130061775445938,0.904780030250549,NA,NA,NA,NA,NA,NA,NA
2017,Cambodia,Southeast Asia,129,4.16800022125244,NA,4.05748262897134,4.27851781353354,1.04294109344482,0.633375823497772,0.601765096187592,0.385922968387604,0.429783403873444,0.0681059509515762,1.00623834133148,NA,NA,NA,NA,NA,NA,NA
2017,Sudan,Sub-Saharan Africa,130,4.13899993896484,NA,3.9322527128458,4.34574716508389,1.68706583976746,0.0149958552792668,0.65951669216156,0.182317450642586,0.290920823812485,0.089847519993782,1.21400856971741,NA,NA,NA,NA,NA,NA,NA
2017,Ghana,Sub-Saharan Africa,131,4.11999988555908,NA,4.01729256257415,4.22270720854402,1.57786750793457,0.423026293516159,0.667224824428558,0.256923943758011,0.295637726783752,0.0253363698720932,0.873664736747742,NA,NA,NA,NA,NA,NA,NA
2017,Ukraine,Central and East Europe,132,4.09600019454956,NA,4.00659028455615,4.18541010454297,0.814382314682007,0.122974775731564,0.89465194940567,0.270061463117599,0.575903952121735,0.0230294708162546,1.39453756809235,NA,NA,NA,NA,NA,NA,NA
2017,Uganda,Sub-Saharan Africa,133,4.08099985122681,NA,3.96619973540306,4.19579996705055,1.526362657547,0.443185955286026,0.381430715322495,0.325766056776047,0.217632606625557,0.057069718837738,1.12982773780823,NA,NA,NA,NA,NA,NA,NA
2017,Burkina Faso,Sub-Saharan Africa,134,4.03200006484985,NA,3.93994106531143,4.12405906438828,1.72721290588379,0.324367851018906,0.3502277135849,0.250864684581757,0.215844258666039,0.120328105986118,1.04328000545502,NA,NA,NA,NA,NA,NA,NA
